352;56;211;230;PROV_NSM_LAND_0317;x
353;57;83;69;PROV_NSM_LAND_0318;x
354;57;83;83;PROV_NSM_LAND_0319;x
355;57;99;129;PROV_NSM_LAND_0320;x
356;57;103;71;PROV_NSM_LAND_0321;x
357;57;133;147;PROV_NSM_LAND_0322;x
358;57;137;83;PROV_NSM_LAND_0323;x
359;57;144;94;PROV_NSM_LAND_0324;x
360;57;161;42;PROV_NSM_LAND_0325;x
361;57;172;72;PROV_NSM_LAND_0326;x
362;57;191;134;PROV_NSM_LAND_0327;x
363;57;203;71;PROV_NSM_LAND_0328;x
364;57;218;220;PROV_NSM_LAND_0329;x
365;57;227;66;PROV_NSM_LAND_0330;x
366;57;227;92;PROV_NSM_LAND_0331;x
367;57;244;211;PROV_NSM_LAND_0332;x
368;57;245;185;PROV_NSM_LAND_0333;x
369;58;42;87;PROV_NSM_LAND_0334;x
370;58;49;68;PROV_NSM_LAND_0335;x
371;58;124;136;PROV_NSM_LAND_0336;x
372;58;142;144;PROV_NSM_LAND_0337;x
373;58;153;77;PROV_NSM_LAND_0338;x
374;58;154;71;PROV_NSM_LAND_0339;x
375;58;175;154;PROV_NSM_LAND_0340;x
376;58;186;45;PROV_NSM_LAND_0341;x
377;58;212;156;PROV_NSM_LAND_0342;x
378;58;225;209;PROV_NSM_LAND_0343;x
379;58;230;176;PROV_NSM_LAND_0344;x
380;58;241;113;PROV_NSM_LAND_0345;x
381;59;60;62;PROV_NSM_LAND_0346;x
382;59;105;67;PROV_NSM_LAND_0347;x
383;59;105;90;PROV_NSM_LAND_0348;x
384;59;114;237;PROV_NSM_SEA_036;x
385;59;117;41;PROV_NSM_LAND_0349;x
386;59;123;102;PROV_NSM_LAND_0350;x
387;59;126;119;PROV_NSM_LAND_0351;x
388;59;128;215;PROV_NSM_SEA_037;x
389;59;148;165;PROV_NSM_LAND_0352;x
390;59;151;70;PROV_NSM_LAND_0353;x
391;59;159;171;PROV_NSM_LAND_0354;x
392;59;176;201;PROV_NSM_LAND_0355;x
393;59;187;193;PROV_NSM_LAND_0356;x
394;59;189;180;PROV_NSM_LAND_0357;x
395;59;195;155;PROV_NSM_LAND_0358;x
396;59;196;205;PROV_NSM_LAND_0359;x
397;59;202;151;PROV_NSM_LAND_0360;x
398;59;203;79;PROV_NSM_LAND_0361;x
399;59;203;190;PROV_NSM_LAND_0362;x
400;59;208;122;PROV_NSM_LAND_0363;x
401;59;214;53;PROV_NSM_LAND_0364;x
402;59;218;182;PROV_NSM_LAND_0365;x
403;59;229;187;PROV_NSM_LAND_0366;x
404;59;237;161;PROV_NSM_LAND_0367;x
405;60;51;138;PROV_NSM_SEA_038;x
406;60;96;106;PROV_NSM_LAND_0368;x
407;60;111;112;PROV_NSM_LAND_0369;x
408;60;112;127;PROV_NSM_LAND_0370;x
409;60;117;252;PROV_NSM_SEA_039;x
410;60;121;153;PROV_NSM_LAND_0371;x
411;60;140;154;PROV_NSM_LAND_0372;x
412;60;145;131;PROV_NSM_LAND_0373;x
413;60;170;83;PROV_NSM_LAND_0374;x
414;60;183;108;PROV_NSM_LAND_0375;x
415;60;205;138;PROV_NSM_LAND_0376;x
416;60;213;162;PROV_NSM_LAND_0377;x
417;60;213;214;PROV_NSM_LAND_0378;x
418;60;220;141;PROV_NSM_LAND_0379;x
419;60;221;55;PROV_NSM_LAND_0380;x
420;60;221;204;PROV_NSM_LAND_0381;x
421;60;226;133;PROV_NSM_LAND_0382;x
422;60;236;204;PROV_NSM_LAND_0383;x
423;60;239;105;PROV_NSM_LAND_0384;x
424;61;65;68;PROV_NSM_LAND_0385;x
425;61;76;83;PROV_NSM_LAND_0386;x
426;61;81;79;PROV_NSM_LAND_0387;x
427;61;104;57;PROV_NSM_LAND_0388;x
428;61;113;91;PROV_NSM_LAND_0389;x
429;61;161;139;PROV_NSM_LAND_0390;x
430;61;177;180;PROV_NSM_LAND_0391;x
431;61;182;57;PROV_NSM_LAND_0392;x
432;61;190;69;PROV_NSM_LAND_0393;x
433;61;207;86;PROV_NSM_LAND_0394;x
434;61;218;212;PROV_NSM_LAND_0395;x
435;61;225;176;PROV_NSM_LAND_0396;x
436;62;47;57;PROV_NSM_LAND_0397;x
437;62;124;110;PROV_NSM_LAND_0398;x
438;62;128;100;PROV_NSM_LAND_0399;x
439;62;153;172;PROV_NSM_LAND_0400;x
440;62;162;69;PROV_NSM_LAND_0401;x
441;62;181;67;PROV_NSM_LAND_0402;x
442;62;182;160;PROV_NSM_LAND_0403;x
443;62;190;219;PROV_NSM_LAND_0404;x
444;62;199;70;PROV_NSM_LAND_0405;x
445;62;205;157;PROV_NSM_LAND_0406;x
446;62;211;120;PROV_NSM_LAND_0407;x
447;62;217;69;PROV_NSM_LAND_0408;x
448;62;222;101;PROV_NSM_LAND_0409;x
449;62;226;135;PROV_NSM_LAND_0410;x
450;62;239;181;PROV_NSM_LAND_0411;x
451;62;244;196;PROV_NSM_LAND_0412;x
452;63;96;56;PROV_NSM_LAND_0413;x
453;63;118;99;PROV_NSM_LAND_0414;x
454;63;171;53;PROV_NSM_LAND_0415;x
455;63;178;163;PROV_NSM_LAND_0416;x
456;63;184;153;PROV_NSM_LAND_0417;x
457;63;192;181;PROV_NSM_LAND_0418;x
458;63;193;150;PROV_NSM_LAND_0419;x
459;63;203;91;PROV_NSM_LAND_0420;x
460;63;209;132;PROV_NSM_LAND_0421;x
461;63;211;75;PROV_NSM_LAND_0422;x
462;63;219;48;PROV_NSM_LAND_0423;x
463;63;223;183;PROV_NSM_LAND_0424;x
464;63;228;229;PROV_NSM_LAND_0425;x
465;63;231;175;PROV_NSM_LAND_0426;x
466;64;96;234;PROV_NSM_SEA_040;x
467;64;128;96;PROV_NSM_LAND_0427;x
468;64;136;45;PROV_NSM_LAND_0428;x
469;64;148;91;PROV_NSM_LAND_0429;x
470;64;154;141;PROV_NSM_LAND_0430;x
471;64;182;120;PROV_NSM_LAND_0431;x
472;64;191;226;PROV_NSM_LAND_0432;x
473;64;215;165;PROV_NSM_LAND_0433;x
474;64;224;95;PROV_NSM_LAND_0434;x
475;65;50;72;PROV_NSM_LAND_0435;x
476;65;93;105;PROV_NSM_LAND_0436;x
477;65;96;126;PROV_NSM_LAND_0437;x
478;65;114;138;PROV_NSM_LAND_0438;x
479;65;121;50;PROV_NSM_LAND_0439;x
480;65;126;89;PROV_NSM_LAND_0440;x
481;65;134;169;PROV_NSM_LAND_0441;x
482;65;150;111;PROV_NSM_LAND_0442;x
483;65;159;56;PROV_NSM_LAND_0443;x
484;65;186;92;PROV_NSM_LAND_0444;x
485;65;187;68;PROV_NSM_LAND_0445;x
486;65;200;142;PROV_NSM_LAND_0446;x
487;65;208;120;PROV_NSM_LAND_0447;x
488;65;220;52;PROV_NSM_LAND_0448;x
489;65;244;62;PROV_NSM_LAND_0449;x
490;66;91;78;PROV_NSM_LAND_0450;x
491;66;95;106;PROV_NSM_LAND_0451;x
492;66;97;63;PROV_NSM_LAND_0452;x
493;66;111;97;PROV_NSM_LAND_0453;x
494;66;120;155;PROV_NSM_LAND_0454;x
495;66;130;63;PROV_NSM_LAND_0455;x
496;66;131;162;PROV_NSM_LAND_0456;x
497;66;167;56;PROV_NSM_LAND_0457;x
498;66;172;139;PROV_NSM_LAND_0458;x
499;66;200;188;PROV_NSM_LAND_0459;x
500;66;222;216;PROV_NSM_LAND_0460;x
501;66;243;36;PROV_NSM_LAND_0461;x
502;66;243;114;PROV_NSM_LAND_0462;x
503;67;50;46;PROV_NSM_LAND_0463;x
504;67;86;36;PROV_NSM_LAND_0464;x
505;67;88;117;PROV_NSM_LAND_0465;x
506;67;111;206;PROV_NSM_SEA_041;x
507;67;175;60;PROV_NSM_LAND_0466;x
508;67;177;54;PROV_NSM_LAND_0467;x
509;67;183;76;PROV_NSM_LAND_0468;x
510;67;204;84;PROV_NSM_LAND_0469;x
511;68;39;58;PROV_NSM_LAND_0470;x
512;68;47;96;PROV_NSM_LAND_0471;x
513;68;69;52;PROV_NSM_LAND_0472;x
514;68;78;37;PROV_NSM_LAND_0473;x
515;68;89;92;PROV_NSM_LAND_0474;x
516;68;96;35;PROV_NSM_LAND_0475;x
517;68;98;190;PROV_NSM_SEA_042;x
518;68;111;138;PROV_NSM_LAND_0476;x
519;68;153;98;PROV_NSM_LAND_0477;x
520;68;162;58;PROV_NSM_LAND_0478;x
521;68;168;156;PROV_NSM_LAND_0479;x
522;68;215;234;PROV_NSM_LAND_0480;x
523;68;219;71;PROV_NSM_LAND_0481;x
524;68;225;198;PROV_NSM_LAND_0482;x
525;68;227;84;PROV_NSM_LAND_0483;x
526;69;36;219;PROV_NSM_SEA_043;x
527;69;53;74;PROV_NSM_LAND_0484;x
528;69;67;49;PROV_NSM_LAND_0485;x
529;69;70;70;PROV_NSM_LAND_0486;x
530;69;92;92;PROV_NSM_LAND_0487;x
531;69;97;50;PROV_NSM_LAND_0488;x
532;69;100;65;PROV_NSM_LAND_0489;x
533;69;149;52;PROV_NSM_LAND_0490;x
534;69;158;62;PROV_NSM_LAND_0491;x
535;69;167;89;PROV_NSM_LAND_0492;x
536;69;172;121;PROV_NSM_LAND_0493;x
537;69;175;96;PROV_NSM_LAND_0494;x
538;69;184;79;PROV_NSM_LAND_0495;x
539;69;187;91;PROV_NSM_LAND_0496;x
540;69;191;62;PROV_NSM_LAND_0497;x
541;69;209;115;PROV_NSM_LAND_0498;x
542;69;209;182;PROV_NSM_LAND_0499;x
543;69;211;111;PROV_NSM_LAND_0500;x
544;69;218;183;PROV_NSM_LAND_0501;x
545;69;223;59;PROV_NSM_LAND_0502;x
546;69;224;87;PROV_NSM_LAND_0503;x
547;69;227;49;PROV_NSM_LAND_0504;x
548;69;232;231;PROV_NSM_LAND_0505;x
549;69;238;97;PROV_NSM_LAND_0506;x
550;69;243;150;PROV_NSM_LAND_0507;x
551;70;66;222;PROV_NSM_SEA_044;x
552;70;75;47;PROV_NSM_LAND_0508;x
553;70;116;78;PROV_NSM_LAND_0509;x
554;70;125;152;PROV_NSM_LAND_0510;x
555;70;132;47;PROV_NSM_LAND_0511;x
556;70;164;177;PROV_NSM_LAND_0512;x
557;70;166;182;PROV_NSM_LAND_0513;x
558;70;173;188;PROV_NSM_LAND_0514;x
559;70;178;75;PROV_NSM_LAND_0515;x
560;70;188;110;PROV_NSM_LAND_0516;x
561;70;203;157;PROV_NSM_LAND_0517;x
